N,P,K,temperature,humidity,ph,rainfall,label
89.76,51.57,49.75,21.35,76.01,6.37,197.67,rice
32.66,34.02,92.31,16.51,65.12,6.33,37.82,radish
18.1,19.74,24.97,30.36,93.72,5.76,206.21,coconut
80.8,50.71,75.19,19.44,56.97,5.47,79.83,cauliflower
57.59,49.15,63.78,29.26,74.96,5.75,167.09,pepper
39.27,51.39,39.18,25.2,59.91,6.41,63.8,chilli
106.33,33.32,70.82,24.1,76.63,5.61,148.94,turmeric
66.78,42.03,51.67,20.45,94.25,5.34,236.28,cardamom
65.06,50.97,61.86,21.93,66.67,6.74,73.56,capsicum
20.79,15.93,39.34,22.72,99.59,5.78,92.97,pomegranate
48.23,103.35,120.79,18.85,96.95,6.08,74.68,strawberry
57.26,55.32,43.11,21.91,63.09,6.29,54.04,mustard
82.48,23.19,32.07,26.07,99.18,5.25,165.56,tea
56.09,48.86,47.59,23.11,50.02,6.89,46.3,sunflower
45.88,44.78,44.94,20.27,67.71,7.17,52.37,garlic
50.93,17.39,27.09,28.25,63.33,5.8,70.34,cashew
14.37,49.0,20.4,20.7,51.32,6.71,41.71,lentil
19.71,19.57,33.8,23.79,88.87,6.48,117.66,pomegranate
104.59,42.41,50.77,22.72,63.2,6.95,107.42,wheat
67.07,49.14,69.7,21.63,70.65,5.75,55.04,cauliflower
112.86,49.76,26.88,24.77,75.58,6.99,88.94,cotton
111.95,26.68,30.41,23.32,73.05,7.26,120.05,coffee
87.97,42.72,66.25,18.52,72.36,5.73,56.74,cauliflower
73.26,38.79,49.09,26.48,74.25,5.86,222.79,cardamom
128.28,41.11,47.41,23.23,77.28,7.26,67.87,cotton
50.49,31.17,41.88,25.78,50.23,6.64,25.39,castor
96.37,11.99,30.33,28.23,80.6,6.83,39.12,watermelon
97.68,41.03,70.26,26.36,87.51,5.49,155.87,pineapple
120.56,78.85,55.53,20.39,54.1,5.19,112.01,maize
21.66,13.26,36.74,15.16,92.0,5.81,99.17,pomegranate
62.15,29.89,61.39,23.33,63.34,6.58,46.83,onion
24.18,15.89,32.83,23.42,95.13,5.4,174.82,coconut
107.09,42.55,74.59,29.49,68.65,6.33,85.59,tobacco
41.7,49.72,37.49,26.62,54.72,6.47,29.65,sesame
108.23,12.91,59.58,22.43,85.0,6.57,45.78,watermelon
73.1,42.19,43.29,23.98,85.5,6.77,146.76,jute
21.63,39.29,25.38,31.87,63.18,6.22,39.8,mothbeans
116.37,91.63,46.82,20.72,78.33,6.18,106.32,banana
59.34,38.63,51.84,17.98,66.99,6.77,73.86,sunflower
15.87,78.88,30.85,25.72,72.56,6.48,58.42,soybean
21.78,22.71,5.44,22.82,93.82,7.16,86.07,orange
47.91,42.87,41.86,17.72,58.4,6.49,64.49,garlic
50.15,44.55,45.51,16.88,49.23,6.48,36.45,mustard
13.34,14.94,42.22,15.79,89.71,5.15,99.77,pomegranate
67.91,52.88,31.04,16.86,45.75,6.64,32.82,mustard
100.55,32.3,20.57,24.75,53.47,6.55,158.5,coffee
90.12,41.82,47.46,25.56,73.93,5.77,194.39,pepper
29.98,62.48,83.98,15.25,14.73,7.2,59.01,chickpea
45.97,38.41,39.04,18.65,67.85,7.14,61.25,garlic
98.34,29.64,32.26,24.75,53.56,6.57,133.82,coffee
75.08,43.78,70.35,19.26,76.97,5.55,53.79,cauliflower
89.13,21.95,42.14,22.65,86.64,4.94,226.03,tea
61.4,45.63,22.44,19.75,64.55,6.22,76.0,onion
101.14,13.95,41.41,26.33,89.48,6.87,62.72,watermelon
10.14,14.74,37.94,20.89,86.14,5.83,85.05,pomegranate
80.24,45.87,41.26,22.19,80.95,6.24,151.65,jute
48.81,54.59,41.93,28.26,77.48,5.8,67.37,chilli
64.41,46.56,54.99,16.7,49.23,7.0,35.7,mustard
15.84,15.33,12.1,16.95,95.7,6.87,102.31,orange
103.64,79.8,49.81,25.8,74.93,5.86,111.89,tobacco
40.38,94.15,92.73,14.98,99.33,6.22,70.3,strawberry
39.65,49.02,110.29,22.68,81.27,5.69,62.55,sweet_potato
61.2,37.85,38.74,21.2,53.07,6.49,65.34,onion
61.03,23.62,32.01,29.36,100.0,5.61,238.38,rubber
32.01,18.5,31.4,32.84,82.27,6.1,112.53,cashew
57.76,15.5,44.85,27.56,65.39,6.14,86.37,cashew
96.08,19.31,50.26,26.27,88.66,6.36,29.18,muskmelon
22.09,14.89,28.14,28.48,100.0,6.03,218.07,coconut
16.96,65.13,22.13,19.78,23.14,5.9,97.25,kidneybeans
33.9,50.68,104.82,15.3,63.49,6.45,50.72,carrot
103.93,26.57,84.64,15.71,61.49,6.58,36.31,spinach
79.78,45.8,48.14,25.78,75.88,6.32,165.58,pepper
94.24,40.94,67.5,17.91,69.98,6.59,76.3,cabbage
42.47,71.04,65.47,20.23,16.43,6.93,67.94,chickpea
83.07,48.83,61.59,25.41,74.17,6.91,146.97,jute
101.18,84.18,48.1,26.35,72.35,6.22,125.63,banana
15.35,42.64,44.21,30.47,62.0,7.0,64.82,groundnut
84.27,46.91,41.2,21.29,79.11,6.62,164.81,jute
65.43,44.94,57.51,30.84,94.04,6.49,104.88,papaya
19.62,21.3,47.73,24.54,95.11,5.54,116.66,pomegranate
80.95,37.26,93.23,21.77,59.6,5.21,39.17,potato
80.68,59.03,48.86,21.36,80.76,6.3,258.46,rice
124.7,49.5,47.44,22.16,87.88,6.68,81.51,cotton
24.4,145.0,188.67,26.54,98.71,5.72,121.75,apple
45.6,29.66,39.41,30.49,68.56,6.87,64.9,guava
39.28,26.51,33.98,13.46,63.1,6.21,49.52,coriander
76.83,53.94,87.07,29.76,90.12,6.26,161.89,ginger
50.03,53.91,80.44,12.41,64.44,6.4,27.74,carrot
42.31,20.01,33.96,16.74,51.71,7.21,33.92,cumin
75.47,44.29,67.66,24.29,71.35,5.1,28.17,potato
45.17,48.75,56.17,28.09,58.46,6.07,59.98,tomato
17.34,58.75,21.59,18.79,20.81,5.35,138.91,kidneybeans
16.97,17.43,40.63,19.59,88.16,5.51,97.32,pomegranate
83.29,44.27,47.88,26.75,76.59,6.25,190.76,rice
89.81,7.88,56.59,25.97,89.78,6.27,45.78,watermelon
91.88,36.53,74.87,27.83,96.59,5.46,125.35,pineapple
117.27,49.84,50.96,17.49,52.66,5.95,63.34,maize
69.48,41.45,100.14,19.21,53.73,5.38,42.17,potato
14.49,61.71,19.53,19.08,17.48,5.16,108.13,kidneybeans
104.56,52.83,68.83,15.48,81.12,6.46,73.46,maize
61.15,24.2,38.26,15.28,62.27,6.5,47.63,onion
96.01,41.6,77.92,18.88,57.89,7.27,75.1,cabbage
34.67,36.97,72.43,25.16,66.8,5.86,71.03,chilli
64.28,41.75,42.28,22.25,78.33,5.96,73.75,onion
24.36,30.94,34.88,21.26,91.78,5.63,80.55,grapes
98.33,55.34,56.65,24.4,58.88,7.26,100.9,maize
57.51,35.34,58.54,28.9,90.5,5.81,160.12,cardamom
25.04,70.33,21.06,29.13,45.76,5.52,117.69,pigeonpeas
20.74,69.77,51.23,26.14,71.04,6.97,82.11,groundnut
119.38,17.46,29.16,28.23,72.66,6.78,190.12,coffee
32.62,29.65,34.52,20.48,63.75,6.29,108.86,lemon
96.15,19.13,43.28,22.55,66.74,6.59,184.88,coffee
24.8,49.21,24.22,25.31,48.48,7.0,44.13,mothbeans
73.27,39.24,40.74,24.13,99.43,6.06,208.05,pepper
98.21,34.5,30.46,24.14,61.68,6.96,190.03,coffee
53.39,40.17,39.58,18.79,64.46,6.72,37.22,coriander
100.46,33.97,51.39,22.69,89.28,4.87,207.51,tea
87.43,46.23,68.86,17.07,73.2,6.56,64.27,cauliflower
67.04,54.53,37.91,31.72,44.01,6.29,28.31,castor
38.38,28.39,55.0,27.33,52.51,6.68,97.45,lemon
54.16,51.45,43.85,26.3,67.63,6.22,50.61,chilli
15.19,61.29,38.0,29.45,69.49,6.59,66.77,groundnut
9.9,58.82,19.08,28.24,82.21,7.03,49.16,mungbean
44.6,47.2,62.53,15.87,80.48,6.43,93.84,onion
26.59,66.27,48.81,29.25,72.51,6.48,82.04,soybean
33.3,33.45,27.67,30.42,64.95,6.1,90.14,guava
40.26,13.96,31.35,31.78,64.25,5.71,116.99,cashew
33.18,108.36,123.91,17.14,83.04,6.24,20.0,strawberry
52.92,53.58,44.16,15.77,48.79,7.04,34.72,mustard
81.55,43.32,50.8,20.81,87.7,6.08,254.28,cardamom
22.02,43.77,12.03,31.58,58.32,6.71,46.26,mothbeans
100.36,47.13,41.3,19.65,74.46,4.66,220.96,tea
58.08,51.27,111.57,20.54,60.68,6.28,24.07,carrot
117.77,15.28,112.88,27.53,79.17,5.98,177.64,pineapple
104.98,58.77,87.93,35.02,86.18,6.47,219.4,turmeric
69.17,54.6,54.96,26.33,68.11,6.57,48.63,capsicum
86.58,52.92,36.9,26.57,87.85,6.71,213.68,jute
88.87,43.49,77.98,20.99,71.98,6.66,48.03,spinach
60.88,47.54,59.51,34.96,93.13,6.74,131.75,papaya
26.94,67.93,26.09,21.79,20.94,5.72,118.3,kidneybeans
17.07,140.05,192.73,20.77,90.78,6.28,109.38,apple
94.46,36.15,35.85,16.47,57.74,6.35,173.83,coffee
79.15,25.37,36.91,28.19,100.0,5.66,232.63,rubber
54.49,40.26,57.43,25.1,70.65,6.31,47.46,tomato
22.43,47.68,18.0,31.08,80.46,6.72,65.44,mungbean
7.53,70.51,28.52,27.81,49.57,5.27,146.25,pigeonpeas
15.17,47.22,11.81,26.87,45.58,5.14,168.16,pigeonpeas
54.09,33.89,78.39,18.16,73.94,6.62,31.17,radish
57.59,37.08,49.64,28.82,62.5,6.44,92.12,chilli
25.84,35.33,56.14,23.36,55.81,6.58,87.77,lemon
39.46,27.2,57.27,26.61,69.21,6.82,70.67,tomato
101.19,26.44,34.18,23.04,53.15,6.64,178.12,coffee
34.21,65.8,107.85,13.81,76.41,5.85,76.46,strawberry
15.01,39.05,20.09,26.08,82.07,7.29,68.0,mungbean
91.25,36.26,116.63,25.51,80.59,5.37,115.04,pineapple
31.73,31.63,64.03,10.74,62.24,6.48,26.37,radish
100.0,22.61,66.93,28.68,93.37,6.46,32.73,muskmelon
55.5,62.2,41.79,30.29,89.97,6.41,148.04,papaya
22.05,47.38,17.51,30.52,58.01,6.72,76.49,mothbeans
28.93,43.07,117.7,18.95,55.24,6.66,34.35,carrot
80.14,50.55,88.89,23.13,66.69,6.0,96.57,tobacco
44.66,66.18,91.36,17.37,14.83,7.39,77.05,chickpea
22.02,76.38,55.05,24.74,50.08,6.39,80.98,soybean
64.66,46.28,81.95,16.28,74.26,6.38,66.4,cauliflower
96.36,46.82,37.54,21.04,66.61,6.55,74.86,wheat
41.85,55.51,65.74,22.36,20.98,6.73,76.38,chickpea
46.93,41.0,41.75,32.69,66.59,6.79,115.0,guava
92.66,25.14,26.68,27.38,73.69,6.22,129.28,coffee
23.76,94.06,107.44,17.07,97.64,6.21,62.26,strawberry
23.89,120.91,201.49,16.42,88.33,5.89,144.36,apple
122.54,42.31,87.7,28.23,94.54,6.22,150.21,turmeric
21.64,59.32,34.63,29.76,58.53,7.39,77.5,groundnut
16.44,66.32,18.03,26.59,67.38,7.48,50.99,lentil
42.61,35.85,36.26,28.32,43.77,6.31,32.95,sesame
64.55,34.59,64.57,24.56,54.07,6.77,56.82,onion
52.73,44.21,45.6,24.62,87.78,5.84,223.07,cardamom
47.2,93.18,92.98,18.01,78.03,5.67,62.35,strawberry
71.57,39.13,99.83,35.83,86.24,5.77,115.17,pineapple
45.58,68.99,83.09,19.42,20.62,7.37,89.34,chickpea
76.37,36.18,63.59,27.16,94.55,5.66,262.32,cardamom
64.58,46.28,97.27,16.19,74.54,5.59,42.7,potato
45.54,29.76,35.43,17.77,74.6,7.09,39.16,coriander
31.56,33.48,17.03,24.91,48.94,7.47,32.75,cumin
86.87,56.17,39.08,25.04,77.7,6.26,196.9,jute
27.96,51.3,104.52,17.94,66.23,6.09,40.85,radish
55.41,58.33,50.63,21.4,66.5,6.67,61.91,onion
114.17,39.08,40.83,22.43,75.46,6.62,75.63,cotton
66.15,43.04,56.84,25.15,54.1,6.32,32.62,sunflower
15.96,51.88,16.93,24.4,79.52,6.59,45.56,mungbean
29.92,25.67,34.36,27.39,63.9,5.91,122.51,mango
36.79,47.26,39.74,29.79,46.33,6.64,29.46,castor
36.84,37.03,33.24,23.37,50.37,6.82,29.87,cumin
62.11,35.76,53.22,23.99,68.36,6.47,59.01,onion
53.88,41.86,31.81,26.16,66.65,6.72,36.52,castor
98.67,11.96,56.58,24.16,75.43,6.3,50.04,watermelon
18.56,33.33,24.44,26.29,55.65,6.25,94.41,mango
121.91,50.51,61.78,12.18,64.13,6.33,41.78,spinach
18.5,81.73,22.23,20.89,22.95,5.3,122.78,kidneybeans
24.54,122.9,194.36,19.64,83.75,6.19,105.87,apple
29.85,78.93,94.34,20.66,13.96,6.79,92.31,chickpea
74.24,54.71,62.15,19.59,81.52,6.31,55.49,cauliflower
108.16,42.32,51.54,20.95,67.33,6.4,70.4,maize
54.19,49.27,53.43,25.75,71.18,7.47,55.5,sunflower
92.45,70.55,35.08,17.27,53.48,6.57,98.01,wheat
15.25,63.98,52.41,26.34,49.79,6.95,90.82,groundnut
73.79,47.13,57.36,22.44,68.14,6.54,54.6,capsicum
67.98,38.91,30.81,24.42,74.46,5.72,183.41,pepper
15.83,55.7,12.26,21.14,26.15,5.81,107.52,kidneybeans
117.84,57.36,31.93,20.68,81.28,6.5,84.17,cotton
89.15,49.73,40.48,23.68,78.77,6.36,194.79,rice
46.08,49.31,22.6,31.48,65.88,7.28,58.93,blackgram
15.34,17.08,53.5,23.17,82.89,6.25,89.93,pomegranate
68.66,46.6,28.93,24.95,64.89,5.43,214.96,cardamom
106.54,17.94,43.41,29.64,86.82,5.74,234.84,rubber
108.47,25.37,80.06,16.14,66.66,6.77,24.12,spinach
49.84,39.36,68.7,23.21,65.47,6.28,92.51,chilli
79.55,18.55,30.79,27.2,90.81,5.17,225.55,rubber
56.7,54.32,43.9,12.91,62.14,7.04,32.7,garlic
92.19,58.54,83.99,15.07,78.79,7.05,34.72,spinach
33.55,56.58,10.01,32.57,77.0,7.23,34.92,blackgram
54.78,41.42,53.36,22.37,82.98,6.26,58.11,capsicum
80.92,42.35,42.7,27.38,97.39,6.06,230.07,rice
46.8,26.58,49.52,26.21,75.17,6.94,75.65,chilli
81.11,27.95,26.11,27.81,70.56,6.83,125.09,coffee
50.16,35.06,84.55,16.32,57.51,6.4,42.83,radish
53.56,50.07,43.04,23.73,88.2,5.65,201.82,cardamom
44.07,49.01,40.61,28.02,53.66,6.87,50.09,castor
20.74,45.89,18.08,23.12,75.96,6.39,48.71,mungbean
51.89,45.62,16.09,30.2,51.02,6.79,52.42,sesame
95.31,28.3,29.73,16.25,84.46,5.41,142.76,tea
84.15,24.35,28.93,27.27,65.2,7.04,145.21,coffee
41.95,48.21,33.53,24.0,55.57,7.12,45.65,sesame
91.51,47.58,84.93,25.69,46.47,6.13,97.12,tobacco
60.2,54.4,38.97,20.18,62.49,7.13,27.17,mustard
25.27,42.84,55.91,23.23,64.69,6.49,87.99,guava
41.19,17.32,35.27,28.85,70.85,6.31,117.29,cashew
90.12,53.17,31.32,19.91,79.63,6.31,203.94,jute
19.74,67.92,10.65,19.72,23.42,6.03,69.48,kidneybeans
60.24,67.85,64.03,16.52,15.79,7.19,73.81,chickpea
56.07,20.44,20.23,31.58,86.38,6.3,140.69,cashew
45.26,55.96,27.29,19.65,55.27,6.73,49.15,coriander
117.55,30.18,22.0,17.03,52.84,6.33,155.64,coffee
84.43,41.66,43.91,24.09,73.87,6.81,92.05,wheat
35.35,51.07,29.01,15.49,77.75,6.64,61.86,garlic
39.38,42.85,32.1,27.15,46.58,6.44,49.14,sesame
109.2,34.76,67.24,16.87,71.83,6.88,60.95,cauliflower
108.01,28.39,39.11,20.42,84.15,4.78,152.65,tea
70.87,39.22,84.68,13.16,66.22,6.65,20.0,radish
12.18,16.57,40.53,24.36,100.0,5.84,244.4,coconut
120.54,11.28,38.48,28.64,84.84,6.54,66.78,watermelon
54.19,36.48,50.22,26.86,40.42,6.69,44.71,castor
51.72,52.37,58.83,29.21,50.52,6.46,83.5,castor
36.39,25.73,35.5,22.83,53.15,6.2,105.96,lemon
23.74,29.78,43.78,26.15,43.73,6.96,28.0,cumin
103.22,15.7,49.35,25.47,91.29,6.49,29.39,muskmelon
98.66,35.1,80.69,25.83,76.09,5.52,137.76,pineapple
30.89,11.3,10.94,23.63,92.57,7.46,99.85,orange
38.73,37.86,37.54,20.47,52.83,7.37,20.0,cumin
69.09,30.63,86.66,31.05,78.43,5.39,150.98,pineapple
103.8,41.11,32.33,21.04,72.35,7.01,116.36,wheat
12.74,10.76,13.22,18.09,100.0,7.04,139.14,orange
37.26,37.97,49.57,26.25,72.92,6.67,44.83,tomato
11.74,21.09,14.59,26.41,93.78,6.26,191.3,coconut
15.86,32.63,20.24,28.45,89.29,6.86,50.65,mungbean
51.97,43.75,75.78,16.03,62.05,5.29,48.37,potato
46.82,51.8,81.3,17.35,48.39,6.28,45.98,radish
9.58,69.58,25.21,21.43,30.38,5.85,121.31,kidneybeans
113.31,36.27,125.42,25.47,84.6,4.89,122.24,pineapple
22.04,79.23,12.43,17.69,25.33,5.49,108.51,kidneybeans
130.66,26.94,62.9,18.41,69.11,6.64,50.94,spinach
74.69,48.53,50.13,26.29,72.47,6.01,198.77,pepper
106.32,32.21,50.41,22.23,65.83,6.47,63.42,wheat
92.79,41.55,79.07,24.59,66.07,5.86,103.83,tobacco
51.58,35.28,45.6,22.64,44.73,7.03,20.0,cumin
68.97,55.4,70.22,22.61,74.6,6.72,76.15,onion
54.43,26.73,31.95,30.35,96.37,5.66,271.33,rubber
29.39,43.21,95.11,24.57,95.28,6.14,91.51,sweet_potato
85.52,10.75,34.16,27.21,73.64,6.27,150.53,coffee
63.38,59.51,71.07,24.56,80.37,6.53,63.03,capsicum
93.9,40.12,64.12,27.77,77.4,6.94,211.43,jute
17.89,71.3,25.14,20.13,74.53,6.62,55.47,lentil
102.68,2.97,53.61,21.49,78.34,6.77,57.74,watermelon
26.54,17.67,27.63,25.36,90.85,5.82,211.42,coconut
54.99,49.06,46.52,16.2,74.63,6.69,62.27,garlic
48.05,29.21,81.47,14.08,61.92,6.29,39.67,radish
19.97,33.46,21.68,25.47,87.14,6.51,65.7,mungbean
82.11,35.76,32.34,26.87,47.7,6.59,199.75,coffee
70.77,49.29,116.39,13.85,69.88,5.63,68.5,potato
99.03,47.01,91.16,13.23,69.42,6.4,58.7,cauliflower
16.42,28.59,41.44,22.78,65.72,6.38,121.48,lemon
30.26,32.24,22.89,31.61,43.06,6.29,90.95,mango
17.33,62.85,20.2,29.43,42.84,5.89,153.64,pigeonpeas
60.73,48.23,40.74,22.43,51.99,6.35,39.09,mustard
73.91,47.63,77.59,22.92,78.79,6.12,39.17,cauliflower
36.07,46.68,116.9,13.5,57.72,6.36,57.08,carrot
44.91,34.71,41.15,32.19,63.95,6.41,34.88,sesame
107.13,9.36,48.72,26.11,100.0,7.15,32.29,muskmelon
72.91,44.96,55.75,21.18,73.15,6.73,73.09,capsicum
55.81,28.71,14.94,30.23,94.61,5.08,248.28,rubber
87.64,37.98,41.86,22.15,63.14,7.03,135.19,coffee
74.32,56.89,53.69,17.49,57.98,6.74,45.48,onion
103.85,48.11,54.05,11.47,78.3,6.43,44.16,spinach
119.25,35.45,48.51,20.35,76.93,7.25,81.45,cotton
26.6,59.86,18.25,26.36,83.48,6.77,55.92,mungbean
52.14,31.32,43.6,30.39,87.67,5.8,223.94,cardamom
104.92,22.67,48.54,26.08,89.83,6.48,23.46,muskmelon
111.71,40.01,86.51,22.42,75.11,6.5,63.56,cabbage
24.23,74.45,17.68,18.78,25.79,5.43,103.46,kidneybeans
107.43,42.37,35.0,28.43,55.86,6.92,91.3,wheat
42.67,39.62,38.17,22.26,60.03,6.72,44.82,mustard
43.88,31.43,29.48,22.85,55.12,6.62,28.01,cumin
38.77,47.95,17.67,26.7,72.71,7.0,88.55,blackgram
89.84,9.88,50.88,22.98,85.28,6.21,50.14,watermelon
21.92,17.78,23.7,18.36,73.34,6.4,53.35,grapes
79.11,56.27,45.03,28.12,86.54,6.65,135.71,jute
62.45,33.46,49.99,23.61,51.93,7.0,48.59,sunflower
104.33,14.45,51.73,22.15,92.99,6.56,29.08,muskmelon
21.82,145.0,202.71,24.5,91.16,5.43,150.5,apple
14.09,16.91,11.52,25.81,91.36,6.84,95.07,orange
46.78,31.6,33.27,25.64,55.83,7.08,29.85,cumin
14.32,65.11,39.93,30.84,53.14,6.96,83.63,groundnut
44.88,51.97,79.69,19.02,13.54,7.6,84.52,chickpea
94.11,54.01,90.97,18.76,59.08,6.07,62.37,cabbage
43.23,51.44,51.45,29.06,60.99,7.17,43.93,tomato
31.94,71.57,22.36,35.97,74.77,6.58,81.8,blackgram
76.23,25.28,41.39,23.72,72.96,6.14,193.73,pepper
27.32,50.48,76.27,21.72,69.22,6.19,60.65,sweet_potato
27.98,19.82,24.96,21.5,83.78,6.08,53.87,grapes
104.04,51.59,87.41,33.96,82.2,6.6,195.53,sugarcane
41.25,23.92,24.56,30.0,65.62,6.54,39.43,sesame
54.17,51.07,58.49,22.12,76.66,6.71,159.67,jute
16.42,59.14,17.65,26.15,65.46,6.68,43.23,lentil
16.41,76.32,17.22,17.53,17.59,5.72,126.78,kidneybeans
98.6,8.89,42.25,21.17,84.53,6.13,47.58,watermelon
17.22,14.38,46.16,22.19,88.23,5.43,89.48,pomegranate
17.14,19.29,33.95,27.76,93.39,5.53,160.25,coconut
14.27,45.9,34.69,23.58,50.4,6.05,81.21,soybean
24.03,51.68,20.01,24.76,49.14,6.75,57.36,mothbeans
71.25,55.85,87.07,10.3,73.9,6.06,62.76,potato
25.46,48.54,21.12,33.84,54.03,6.95,51.76,mothbeans
31.42,39.13,62.15,21.99,77.61,6.52,64.42,tomato
105.49,35.43,79.08,30.24,96.0,6.43,166.13,turmeric
26.69,16.32,33.81,26.54,94.27,5.6,221.74,coconut
41.79,44.52,102.42,17.71,50.17,6.17,43.2,carrot
59.72,46.52,57.43,24.14,70.77,6.02,64.76,capsicum
95.6,33.58,28.67,19.02,99.25,5.18,188.51,tea
49.87,103.24,98.87,15.86,91.84,5.98,30.29,strawberry
103.07,39.94,59.09,28.53,71.6,6.3,129.02,ginger
14.74,13.34,39.69,18.61,88.44,6.55,137.85,pomegranate
49.07,17.11,21.99,27.87,78.08,6.17,129.64,cashew
39.57,30.11,46.07,22.6,56.05,7.25,25.78,cumin
11.86,29.25,91.07,24.79,73.56,5.26,77.35,sweet_potato
42.85,56.05,51.08,35.44,91.5,6.37,135.03,papaya
26.54,29.92,37.32,20.57,45.33,7.29,26.79,cumin
45.89,81.22,89.35,12.24,15.68,7.38,82.72,chickpea
84.54,45.24,82.22,14.98,63.42,5.44,41.83,potato
116.35,65.42,73.43,23.67,71.1,6.52,60.71,tobacco
73.9,49.35,67.87,23.39,71.34,6.81,45.6,capsicum
27.84,50.3,84.39,27.03,77.87,5.62,91.19,sweet_potato
26.06,70.67,16.27,32.5,61.67,7.03,75.47,blackgram
24.4,57.1,21.61,29.94,43.82,5.22,156.63,pigeonpeas
89.69,53.56,37.07,23.98,89.4,6.36,236.78,rice
47.26,36.87,41.69,28.54,69.93,7.24,56.75,coriander
54.24,46.79,90.65,18.33,72.09,6.07,41.63,carrot
24.8,16.8,23.68,27.04,94.52,5.65,181.79,coconut
126.85,51.78,84.01,15.39,87.85,6.42,70.16,cauliflower
41.18,29.72,39.12,21.77,63.5,6.77,110.83,lemon
97.06,45.7,78.14,21.76,53.85,6.56,38.57,cabbage
35.13,24.86,41.61,26.16,66.38,6.78,96.73,lemon
40.58,40.94,113.59,29.1,79.18,5.86,72.9,sweet_potato
92.34,24.3,41.5,25.2,73.68,5.53,286.87,rubber
48.37,30.62,75.21,25.2,75.51,6.28,83.78,chilli
63.46,41.32,48.48,21.52,64.17,6.21,68.1,onion
32.81,48.36,103.0,21.19,85.02,5.45,57.59,sweet_potato
30.45,133.92,205.0,19.85,92.07,5.37,109.1,apple
11.64,24.83,24.66,18.3,96.19,6.3,87.06,pomegranate
65.65,47.57,45.88,25.82,78.61,6.66,90.82,chilli
21.13,14.44,30.25,29.89,99.7,6.18,159.32,coconut
65.54,34.91,34.55,17.85,58.77,6.75,49.19,onion
49.2,11.23,22.41,23.96,70.58,5.64,152.32,cashew
41.58,26.02,49.94,26.59,64.05,6.28,111.03,guava
116.07,54.67,64.24,18.8,66.09,6.39,77.37,maize
93.14,31.13,93.3,27.29,78.22,5.07,144.43,pineapple
26.63,76.68,100.15,16.42,76.1,6.01,59.61,strawberry
100.02,79.3,63.6,28.57,89.16,5.73,119.25,banana
114.95,54.72,70.01,30.89,87.2,5.56,136.99,turmeric
52.92,66.51,35.96,27.69,88.45,5.86,111.97,papaya
48.14,45.52,44.66,25.79,60.58,6.27,48.99,mustard
99.04,63.96,49.09,16.78,51.84,6.52,69.4,wheat
27.77,33.04,28.18,18.29,61.64,6.81,27.56,coriander
32.2,18.55,38.91,20.04,46.06,7.2,25.74,cumin
26.16,38.12,37.3,22.34,71.56,6.81,47.11,coriander
23.17,65.85,44.8,30.56,66.04,6.98,55.39,soybean
35.8,42.99,53.67,21.72,57.77,6.77,68.49,sunflower
90.21,25.53,44.22,28.42,81.98,5.42,248.2,rubber
105.89,57.19,59.77,19.47,48.38,6.24,76.26,maize
115.89,42.63,44.45,21.73,72.52,6.91,108.32,cotton
63.35,65.95,47.58,30.88,88.01,6.6,145.95,papaya
70.81,47.97,75.94,17.79,70.3,6.16,53.56,cauliflower
70.52,28.84,70.37,26.93,65.29,6.03,83.5,chilli
78.34,69.75,93.93,22.88,59.67,6.78,118.02,tobacco
46.82,43.26,67.57,24.66,72.88,6.55,73.35,chilli
89.74,37.73,19.86,22.83,85.95,5.45,211.56,tea
105.23,12.06,36.36,25.5,82.34,6.65,61.06,watermelon
33.59,73.5,81.07,20.37,22.0,7.39,74.61,chickpea
37.4,47.49,78.05,14.88,49.14,6.33,24.2,carrot
25.36,63.39,14.91,21.19,69.15,7.04,54.98,lentil
75.12,40.01,58.38,27.47,79.78,6.48,91.01,capsicum
107.79,50.46,83.83,19.69,71.23,6.44,47.75,cabbage
24.81,58.23,37.65,30.99,61.74,6.54,57.68,groundnut
42.08,37.73,48.12,20.14,51.74,7.46,61.32,coriander
31.74,58.72,42.12,29.57,74.46,5.81,106.29,soybean
93.18,45.46,75.75,12.57,88.73,6.35,56.56,cauliflower
58.71,35.7,78.44,13.5,61.4,6.79,43.16,radish
106.87,7.33,44.63,23.63,87.64,6.46,59.16,watermelon
12.6,77.57,18.8,21.28,53.26,5.77,100.47,pigeonpeas
68.94,55.9,46.62,28.9,72.2,6.02,209.12,ginger
81.71,58.07,40.85,23.49,81.84,6.16,252.07,rice
21.16,63.4,21.61,25.64,42.88,5.92,149.26,pigeonpeas
78.19,38.39,46.46,24.17,85.41,5.9,214.43,cardamom
33.83,38.62,107.37,29.1,59.59,6.03,82.46,sweet_potato
81.82,52.72,76.69,26.01,69.93,5.9,73.79,tobacco
87.03,55.43,64.52,25.49,65.93,6.06,87.29,maize
88.21,38.19,88.6,22.3,71.12,6.35,40.4,cabbage
26.98,15.94,30.11,23.58,79.49,5.9,76.09,grapes
39.72,42.9,112.58,14.35,61.21,6.22,45.18,carrot
34.01,29.25,24.51,22.77,24.56,7.03,32.73,cumin
11.12,74.51,13.32,20.72,18.62,6.02,54.36,kidneybeans
94.53,16.07,47.93,23.16,82.61,6.3,49.13,watermelon
87.76,52.53,58.82,24.23,73.11,6.31,82.94,maize
19.68,30.02,116.87,15.94,55.55,6.15,57.16,carrot
